,S Uri,Song,A Uri,Artist,Genre,Song Pop,Artist Pop,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Type,Id,Uri,Track_href,Analysis_url,Time_signature,Artist_pop,Genres,Track_pop,Duration_ms
51,6n8Ec1i6ZRV5yggtqNEoa2,Amigos de quem,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],5,28,0.581,0.806,1,-6.219,1,0.0343,0.049,1.01e-05,0.297,0.622,131.967,audio_features,6n8Ec1i6ZRV5yggtqNEoa2,spotify:track:6n8Ec1i6ZRV5yggtqNEoa2,https://api.spotify.com/v1/tracks/6n8Ec1i6ZRV5yggtqNEoa2,https://api.spotify.com/v1/audio-analysis/6n8Ec1i6ZRV5yggtqNEoa2,4,NaN,NaN,NaN,211200
52,0eDCwK5yaFaZli0P8kdUbn,O sopro do coração,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],36,28,0.583,0.563,0,-9.577,1,0.028,0.16,0.163,0.1,0.223,89.512,audio_features,0eDCwK5yaFaZli0P8kdUbn,spotify:track:0eDCwK5yaFaZli0P8kdUbn,https://api.spotify.com/v1/tracks/0eDCwK5yaFaZli0P8kdUbn,https://api.spotify.com/v1/audio-analysis/0eDCwK5yaFaZli0P8kdUbn,4,NaN,NaN,NaN,270627
53,7JdPkZsFBS7LQMa4r3PTVV,Fahrenheit,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],10,28,0.543,0.929,6,-6.872,0,0.0404,0.0031,0,0.822,0.458,117.944,audio_features,7JdPkZsFBS7LQMa4r3PTVV,spotify:track:7JdPkZsFBS7LQMa4r3PTVV,https://api.spotify.com/v1/tracks/7JdPkZsFBS7LQMa4r3PTVV,https://api.spotify.com/v1/audio-analysis/7JdPkZsFBS7LQMa4r3PTVV,4,NaN,NaN,NaN,249307
54,7rp6OZMxxWjDMdK8MB1S97,Lado esquerdo,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],15,28,0.458,0.292,5,-13.55,1,0.0302,0.924,0.00498,0.104,0.036,81.087,audio_features,7rp6OZMxxWjDMdK8MB1S97,spotify:track:7rp6OZMxxWjDMdK8MB1S97,https://api.spotify.com/v1/tracks/7rp6OZMxxWjDMdK8MB1S97,https://api.spotify.com/v1/audio-analysis/7rp6OZMxxWjDMdK8MB1S97,3,NaN,NaN,NaN,212267
55,66hSRPpk9Hpw5pbtuY7y32,O sorriso de Gioconda,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],4,28,0.614,0.625,0,-9.503,1,0.0428,0.0443,0.00175,0.119,0.724,132.489,audio_features,66hSRPpk9Hpw5pbtuY7y32,spotify:track:66hSRPpk9Hpw5pbtuY7y32,https://api.spotify.com/v1/tracks/66hSRPpk9Hpw5pbtuY7y32,https://api.spotify.com/v1/audio-analysis/66hSRPpk9Hpw5pbtuY7y32,4,NaN,NaN,NaN,202600
56,5v83wOD9tVjjTQcNK34wwZ,Gueixa,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],4,28,0.584,0.636,8,-8.37,1,0.0399,0.0101,0.00151,0.101,0.706,176.013,audio_features,5v83wOD9tVjjTQcNK34wwZ,spotify:track:5v83wOD9tVjjTQcNK34wwZ,https://api.spotify.com/v1/tracks/5v83wOD9tVjjTQcNK34wwZ,https://api.spotify.com/v1/audio-analysis/5v83wOD9tVjjTQcNK34wwZ,4,NaN,NaN,NaN,240800
57,3bQ3s7w9g5ghAcnI9GWPLL,Curioso clã,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],4,28,0.399,0.739,0,-6.548,1,0.0383,0.00951,0.000467,0.416,0.619,184.103,audio_features,3bQ3s7w9g5ghAcnI9GWPLL,spotify:track:3bQ3s7w9g5ghAcnI9GWPLL,https://api.spotify.com/v1/tracks/3bQ3s7w9g5ghAcnI9GWPLL,https://api.spotify.com/v1/audio-analysis/3bQ3s7w9g5ghAcnI9GWPLL,4,NaN,NaN,NaN,197800
58,7bZ43efIX8jC9xS96QCUtf,Bem versus mal,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],3,28,0.559,0.714,9,-7.095,1,0.0305,0.0027,0.000402,0.107,0.272,137.908,audio_features,7bZ43efIX8jC9xS96QCUtf,spotify:track:7bZ43efIX8jC9xS96QCUtf,https://api.spotify.com/v1/tracks/7bZ43efIX8jC9xS96QCUtf,https://api.spotify.com/v1/audio-analysis/7bZ43efIX8jC9xS96QCUtf,4,NaN,NaN,NaN,243200
59,3Zir38uZ2ZyeUlnaR7MkG4,Depois do amor,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],4,28,0.632,0.519,11,-9.448,0,0.0231,0.261,0.0209,0.111,0.435,96.351,audio_features,3Zir38uZ2ZyeUlnaR7MkG4,spotify:track:3Zir38uZ2ZyeUlnaR7MkG4,https://api.spotify.com/v1/tracks/3Zir38uZ2ZyeUlnaR7MkG4,https://api.spotify.com/v1/audio-analysis/3Zir38uZ2ZyeUlnaR7MkG4,4,NaN,NaN,NaN,258067
60,7BZAeAEk29TAJXo4mpc1LN,A doença do bem,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],4,28,0.332,0.545,11,-7.956,0,0.0319,0.125,7.56e-05,0.116,0.359,145.485,audio_features,7BZAeAEk29TAJXo4mpc1LN,spotify:track:7BZAeAEk29TAJXo4mpc1LN,https://api.spotify.com/v1/tracks/7BZAeAEk29TAJXo4mpc1LN,https://api.spotify.com/v1/audio-analysis/7BZAeAEk29TAJXo4mpc1LN,4,NaN,NaN,NaN,244800
61,24VF0MsrMC8yDcBb8AbmgU,Sangue frio,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],9,28,0.639,0.455,6,-8.599,1,0.0453,0.869,0,0.145,0.507,121.646,audio_features,24VF0MsrMC8yDcBb8AbmgU,spotify:track:24VF0MsrMC8yDcBb8AbmgU,https://api.spotify.com/v1/tracks/24VF0MsrMC8yDcBb8AbmgU,https://api.spotify.com/v1/audio-analysis/24VF0MsrMC8yDcBb8AbmgU,4,NaN,NaN,NaN,240533
62,1igqAqM1eeVRp0uVbfmkNR,Sinais,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],18,28,0.63,0.418,7,-7.805,0,0.0305,0.221,0.000919,0.107,0.635,169.957,audio_features,1igqAqM1eeVRp0uVbfmkNR,spotify:track:1igqAqM1eeVRp0uVbfmkNR,https://api.spotify.com/v1/tracks/1igqAqM1eeVRp0uVbfmkNR,https://api.spotify.com/v1/audio-analysis/1igqAqM1eeVRp0uVbfmkNR,4,NaN,NaN,NaN,201573
63,5U0CVTPW7JXS4dxtdSTX02,Tempo-Espaço,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],11,28,0.46,0.451,7,-8.381,1,0.0256,0.0585,5.29e-05,0.126,0.166,140.036,audio_features,5U0CVTPW7JXS4dxtdSTX02,spotify:track:5U0CVTPW7JXS4dxtdSTX02,https://api.spotify.com/v1/tracks/5U0CVTPW7JXS4dxtdSTX02,https://api.spotify.com/v1/audio-analysis/5U0CVTPW7JXS4dxtdSTX02,4,NaN,NaN,NaN,249427
64,2FuxV0Rl7mwVLoOAxpu3ab,"Oh, Não! Outra Vez",2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],10,28,0.774,0.473,8,-9.653,1,0.0417,0.347,0.0108,0.296,0.624,112.986,audio_features,2FuxV0Rl7mwVLoOAxpu3ab,spotify:track:2FuxV0Rl7mwVLoOAxpu3ab,https://api.spotify.com/v1/tracks/2FuxV0Rl7mwVLoOAxpu3ab,https://api.spotify.com/v1/audio-analysis/2FuxV0Rl7mwVLoOAxpu3ab,4,NaN,NaN,NaN,217613
65,1ejkvqvuq2Jh5VWdEN8f2D,Armário,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],15,28,0.633,0.928,2,-6.234,0,0.0565,0.0899,4.64e-05,0.133,0.644,106.977,audio_features,1ejkvqvuq2Jh5VWdEN8f2D,spotify:track:1ejkvqvuq2Jh5VWdEN8f2D,https://api.spotify.com/v1/tracks/1ejkvqvuq2Jh5VWdEN8f2D,https://api.spotify.com/v1/audio-analysis/1ejkvqvuq2Jh5VWdEN8f2D,4,NaN,NaN,NaN,185973
66,4NpMAXuxfjL1vrVtpK2ovG,Pensamentos Mágicos,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],14,28,0.736,0.621,7,-5.77,1,0.0415,0.00366,0.000792,0.0684,0.692,113.003,audio_features,4NpMAXuxfjL1vrVtpK2ovG,spotify:track:4NpMAXuxfjL1vrVtpK2ovG,https://api.spotify.com/v1/tracks/4NpMAXuxfjL1vrVtpK2ovG,https://api.spotify.com/v1/audio-analysis/4NpMAXuxfjL1vrVtpK2ovG,4,NaN,NaN,NaN,221973
67,5W936Y4gl3PZ4Pq92aNv7G,A Arte de Faltar à Escola,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],9,28,0.5,0.795,7,-7.09,1,0.0468,0.00496,0.00021,0.133,0.761,152.726,audio_features,5W936Y4gl3PZ4Pq92aNv7G,spotify:track:5W936Y4gl3PZ4Pq92aNv7G,https://api.spotify.com/v1/tracks/5W936Y4gl3PZ4Pq92aNv7G,https://api.spotify.com/v1/audio-analysis/5W936Y4gl3PZ4Pq92aNv7G,3,NaN,NaN,NaN,165187
68,7hV44zoqZcPoFA8U5wYhOC,Dá o Que Tem,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],9,28,0.768,0.623,6,-8.014,0,0.0621,0.0246,0.0187,0.0953,0.595,149.027,audio_features,7hV44zoqZcPoFA8U5wYhOC,spotify:track:7hV44zoqZcPoFA8U5wYhOC,https://api.spotify.com/v1/tracks/7hV44zoqZcPoFA8U5wYhOC,https://api.spotify.com/v1/audio-analysis/7hV44zoqZcPoFA8U5wYhOC,3,NaN,NaN,NaN,178027
69,50TxXGZcfOkRe5Xw0vpNdW,Jogos Florais,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],18,28,0.803,0.53,9,-6.701,1,0.0296,0.306,0.000114,0.191,0.576,104.982,audio_features,50TxXGZcfOkRe5Xw0vpNdW,spotify:track:50TxXGZcfOkRe5Xw0vpNdW,https://api.spotify.com/v1/tracks/50TxXGZcfOkRe5Xw0vpNdW,https://api.spotify.com/v1/audio-analysis/50TxXGZcfOkRe5Xw0vpNdW,4,NaN,NaN,NaN,174520
70,3BmiIJ4aUNoRhii5pxx6dW,Tudo no Amor,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],31,28,0.823,0.426,0,-10.218,0,0.0327,0.53,0.00241,0.11,0.452,117.04,audio_features,3BmiIJ4aUNoRhii5pxx6dW,spotify:track:3BmiIJ4aUNoRhii5pxx6dW,https://api.spotify.com/v1/tracks/3BmiIJ4aUNoRhii5pxx6dW,https://api.spotify.com/v1/audio-analysis/3BmiIJ4aUNoRhii5pxx6dW,4,NaN,NaN,NaN,259293
71,3pCISCrmFW3EO8M85MIsQk,Na Sombra,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],8,28,0.585,0.303,0,-10.901,1,0.0614,0.838,4.82e-05,0.121,0.365,145.55,audio_features,3pCISCrmFW3EO8M85MIsQk,spotify:track:3pCISCrmFW3EO8M85MIsQk,https://api.spotify.com/v1/tracks/3pCISCrmFW3EO8M85MIsQk,https://api.spotify.com/v1/audio-analysis/3pCISCrmFW3EO8M85MIsQk,4,NaN,NaN,NaN,146213
72,4ftIGGNjJuzl9BndbL3Hkz,A grande pirâmide,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],7,28,0.59,0.506,4,-7.457,0,0.0293,0.0575,0.000358,0.0866,0.411,129.941,audio_features,4ftIGGNjJuzl9BndbL3Hkz,spotify:track:4ftIGGNjJuzl9BndbL3Hkz,https://api.spotify.com/v1/tracks/4ftIGGNjJuzl9BndbL3Hkz,https://api.spotify.com/v1/audio-analysis/4ftIGGNjJuzl9BndbL3Hkz,4,NaN,NaN,NaN,214493
73,3RCOzhN6rZkDbWY2zZ3bnA,O hábito do monge,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],3,28,0.68,0.634,8,-9.265,1,0.0416,0.173,0.000641,0.364,0.895,148.074,audio_features,3RCOzhN6rZkDbWY2zZ3bnA,spotify:track:3RCOzhN6rZkDbWY2zZ3bnA,https://api.spotify.com/v1/tracks/3RCOzhN6rZkDbWY2zZ3bnA,https://api.spotify.com/v1/audio-analysis/3RCOzhN6rZkDbWY2zZ3bnA,4,NaN,NaN,NaN,173173
74,4LUT38n8L0Br91l2pKeUjc,"GTI (Gentle, Tall and Intelligent)",2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],19,28,0.685,0.609,7,-7.992,1,0.0324,0.0259,0.000159,0.128,0.823,125.994,audio_features,4LUT38n8L0Br91l2pKeUjc,spotify:track:4LUT38n8L0Br91l2pKeUjc,https://api.spotify.com/v1/tracks/4LUT38n8L0Br91l2pKeUjc,https://api.spotify.com/v1/audio-analysis/4LUT38n8L0Br91l2pKeUjc,4,NaN,NaN,NaN,167733
75,4VlMv9PPuj1Py3OMhZ1PPQ,Código de barras,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],6,28,0.492,0.672,4,-8.147,0,0.0311,0.0218,8.91e-05,0.0942,0.543,157.928,audio_features,4VlMv9PPuj1Py3OMhZ1PPQ,spotify:track:4VlMv9PPuj1Py3OMhZ1PPQ,https://api.spotify.com/v1/tracks/4VlMv9PPuj1Py3OMhZ1PPQ,https://api.spotify.com/v1/audio-analysis/4VlMv9PPuj1Py3OMhZ1PPQ,4,NaN,NaN,NaN,245960
76,2jYf1Unn3oWtfp2lAKqqkI,Loja de porcelanas,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],7,28,0.531,0.228,4,-13.502,1,0.0327,0.81,0.000317,0.112,0.0539,112.063,audio_features,2jYf1Unn3oWtfp2lAKqqkI,spotify:track:2jYf1Unn3oWtfp2lAKqqkI,https://api.spotify.com/v1/tracks/2jYf1Unn3oWtfp2lAKqqkI,https://api.spotify.com/v1/audio-analysis/2jYf1Unn3oWtfp2lAKqqkI,5,NaN,NaN,NaN,201440
77,0HSLTZiQ8zOk12TA6jweNU,O meu estilo,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],4,28,0.662,0.868,11,-8.027,1,0.0586,0.0212,0.000955,0.133,0.46,123.096,audio_features,0HSLTZiQ8zOk12TA6jweNU,spotify:track:0HSLTZiQ8zOk12TA6jweNU,https://api.spotify.com/v1/tracks/0HSLTZiQ8zOk12TA6jweNU,https://api.spotify.com/v1/audio-analysis/0HSLTZiQ8zOk12TA6jweNU,4,NaN,NaN,NaN,259200
78,4GWFX919mnqmbrb52BzQnb,Problema de expressão,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],34,28,0.66,0.419,10,-11.732,0,0.0244,0.36,0.00175,0.126,0.358,99.937,audio_features,4GWFX919mnqmbrb52BzQnb,spotify:track:4GWFX919mnqmbrb52BzQnb,https://api.spotify.com/v1/tracks/4GWFX919mnqmbrb52BzQnb,https://api.spotify.com/v1/audio-analysis/4GWFX919mnqmbrb52BzQnb,4,NaN,NaN,NaN,219293
79,6Prmc2ocBwaq7UGm0v0VHg,Melancholia,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],3,28,0.644,0.4,9,-12.183,1,0.0277,0.103,0.271,0.183,0.266,131.685,audio_features,6Prmc2ocBwaq7UGm0v0VHg,spotify:track:6Prmc2ocBwaq7UGm0v0VHg,https://api.spotify.com/v1/tracks/6Prmc2ocBwaq7UGm0v0VHg,https://api.spotify.com/v1/audio-analysis/6Prmc2ocBwaq7UGm0v0VHg,4,NaN,NaN,NaN,269733
80,1pzzrgwhN4W9LmDppv4tOJ,I'm Free,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],7,28,0.549,0.649,6,-8.174,0,0.0318,0.0324,4.79e-05,0.153,0.488,107.363,audio_features,1pzzrgwhN4W9LmDppv4tOJ,spotify:track:1pzzrgwhN4W9LmDppv4tOJ,https://api.spotify.com/v1/tracks/1pzzrgwhN4W9LmDppv4tOJ,https://api.spotify.com/v1/audio-analysis/1pzzrgwhN4W9LmDppv4tOJ,4,NaN,NaN,NaN,238733
81,3ZDJOtPyy2xufYFthvSD3s,Abas do vento,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],3,28,0.722,0.486,2,-9.544,1,0.0297,0.499,7.73e-05,0.0793,0.69,125.101,audio_features,3ZDJOtPyy2xufYFthvSD3s,spotify:track:3ZDJOtPyy2xufYFthvSD3s,https://api.spotify.com/v1/tracks/3ZDJOtPyy2xufYFthvSD3s,https://api.spotify.com/v1/audio-analysis/3ZDJOtPyy2xufYFthvSD3s,4,NaN,NaN,NaN,234173
82,26LHZV4VjphUx5K6msu5zv,Sem freio,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],3,28,0.663,0.56,4,-10.001,0,0.0316,0.0528,0.000907,0.117,0.478,98.07,audio_features,26LHZV4VjphUx5K6msu5zv,spotify:track:26LHZV4VjphUx5K6msu5zv,https://api.spotify.com/v1/tracks/26LHZV4VjphUx5K6msu5zv,https://api.spotify.com/v1/audio-analysis/26LHZV4VjphUx5K6msu5zv,4,NaN,NaN,NaN,260560
83,4YGIES0gqsdPBxYcF2JstF,Cromo,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],2,28,0.773,0.28,7,-14.575,1,0.0606,0.634,0.00159,0.0578,0.449,140.037,audio_features,4YGIES0gqsdPBxYcF2JstF,spotify:track:4YGIES0gqsdPBxYcF2JstF,https://api.spotify.com/v1/tracks/4YGIES0gqsdPBxYcF2JstF,https://api.spotify.com/v1/audio-analysis/4YGIES0gqsdPBxYcF2JstF,4,NaN,NaN,NaN,217400
84,1AUdD5IEmopwI0KD5aGixi,Caubói solidário,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],3,28,0.534,0.589,7,-9.539,0,0.027,0.0637,1.64e-05,0.119,0.42,96.888,audio_features,1AUdD5IEmopwI0KD5aGixi,spotify:track:1AUdD5IEmopwI0KD5aGixi,https://api.spotify.com/v1/tracks/1AUdD5IEmopwI0KD5aGixi,https://api.spotify.com/v1/audio-analysis/1AUdD5IEmopwI0KD5aGixi,4,NaN,NaN,NaN,261467
85,7mL6WOjqIGh2D0Wowe9A56,Pois é! (Não é?),2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],3,28,0.724,0.778,7,-6.238,0,0.0499,0.162,0,0.0402,0.858,101.885,audio_features,7mL6WOjqIGh2D0Wowe9A56,spotify:track:7mL6WOjqIGh2D0Wowe9A56,https://api.spotify.com/v1/tracks/7mL6WOjqIGh2D0Wowe9A56,https://api.spotify.com/v1/audio-analysis/7mL6WOjqIGh2D0Wowe9A56,4,NaN,NaN,NaN,211960
86,4Q6wMUzHR1iPgIFVzwDnMr,Novas Babilónias,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],3,28,0.724,0.541,11,-8.797,0,0.0273,0.425,0.0063,0.101,0.918,98.03,audio_features,4Q6wMUzHR1iPgIFVzwDnMr,spotify:track:4Q6wMUzHR1iPgIFVzwDnMr,https://api.spotify.com/v1/tracks/4Q6wMUzHR1iPgIFVzwDnMr,https://api.spotify.com/v1/audio-analysis/4Q6wMUzHR1iPgIFVzwDnMr,4,NaN,NaN,NaN,260560
87,7rIy0k408sDNgIAF34zm4H,"GTI (Gentle, Tall and Intelligent)",2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],3,28,0.685,0.609,7,-7.992,1,0.0324,0.0259,0.000159,0.128,0.823,125.994,audio_features,7rIy0k408sDNgIAF34zm4H,spotify:track:7rIy0k408sDNgIAF34zm4H,https://api.spotify.com/v1/tracks/7rIy0k408sDNgIAF34zm4H,https://api.spotify.com/v1/audio-analysis/7rIy0k408sDNgIAF34zm4H,4,NaN,NaN,NaN,167733
88,2Xw08wfCaNpvUUxoCXIJtQ,Problema de expressão,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],4,28,0.66,0.419,10,-11.732,0,0.0244,0.36,0.00175,0.126,0.358,99.937,audio_features,2Xw08wfCaNpvUUxoCXIJtQ,spotify:track:2Xw08wfCaNpvUUxoCXIJtQ,https://api.spotify.com/v1/tracks/2Xw08wfCaNpvUUxoCXIJtQ,https://api.spotify.com/v1/audio-analysis/2Xw08wfCaNpvUUxoCXIJtQ,4,NaN,NaN,NaN,219293
89,0b6AkpSbsOWKNGjuzxnfIM,Conta-me Histórias,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],6,28,0.318,0.482,11,-8.518,0,0.0325,0.11,0,0.092,0.244,188.789,audio_features,0b6AkpSbsOWKNGjuzxnfIM,spotify:track:0b6AkpSbsOWKNGjuzxnfIM,https://api.spotify.com/v1/tracks/0b6AkpSbsOWKNGjuzxnfIM,https://api.spotify.com/v1/audio-analysis/0b6AkpSbsOWKNGjuzxnfIM,3,NaN,NaN,NaN,318293
90,6ZAi8jywjMsuaI7CyIWwAJ,Dançar na corda bamba,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],3,28,0.53,0.959,4,-5.635,1,0.0706,0.0659,9.48e-05,0.334,0.625,138.003,audio_features,6ZAi8jywjMsuaI7CyIWwAJ,spotify:track:6ZAi8jywjMsuaI7CyIWwAJ,https://api.spotify.com/v1/tracks/6ZAi8jywjMsuaI7CyIWwAJ,https://api.spotify.com/v1/audio-analysis/6ZAi8jywjMsuaI7CyIWwAJ,4,NaN,NaN,NaN,196093
91,3znzow5uJtxb191BDGRj0i,O sopro do coração,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],4,28,0.583,0.563,0,-9.577,1,0.028,0.16,0.163,0.1,0.223,89.512,audio_features,3znzow5uJtxb191BDGRj0i,spotify:track:3znzow5uJtxb191BDGRj0i,https://api.spotify.com/v1/tracks/3znzow5uJtxb191BDGRj0i,https://api.spotify.com/v1/audio-analysis/3znzow5uJtxb191BDGRj0i,4,NaN,NaN,NaN,270627
92,2OuYVFJ9PpH1dLlDobJAcH,H2omem,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],3,28,0.629,0.78,4,-7.036,1,0.0271,0.0721,4.88e-06,0.294,0.423,108.398,audio_features,2OuYVFJ9PpH1dLlDobJAcH,spotify:track:2OuYVFJ9PpH1dLlDobJAcH,https://api.spotify.com/v1/tracks/2OuYVFJ9PpH1dLlDobJAcH,https://api.spotify.com/v1/audio-analysis/2OuYVFJ9PpH1dLlDobJAcH,4,NaN,NaN,NaN,267307
93,1qCmXzyRf4S0JFZKEr8gXR,Sangue frio,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],2,28,0.639,0.455,6,-8.599,1,0.0453,0.869,0,0.145,0.507,121.646,audio_features,1qCmXzyRf4S0JFZKEr8gXR,spotify:track:1qCmXzyRf4S0JFZKEr8gXR,https://api.spotify.com/v1/tracks/1qCmXzyRf4S0JFZKEr8gXR,https://api.spotify.com/v1/audio-analysis/1qCmXzyRf4S0JFZKEr8gXR,4,NaN,NaN,NaN,240533
94,18ZdqPhxx1Ej8nEi2ujTob,Bairro do oriente,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],3,28,0.613,0.557,9,-10.179,1,0.0328,0.438,0.0283,0.169,0.344,140.952,audio_features,18ZdqPhxx1Ej8nEi2ujTob,spotify:track:18ZdqPhxx1Ej8nEi2ujTob,https://api.spotify.com/v1/tracks/18ZdqPhxx1Ej8nEi2ujTob,https://api.spotify.com/v1/audio-analysis/18ZdqPhxx1Ej8nEi2ujTob,4,NaN,NaN,NaN,233227
95,4cewp7r1vACi74QpLs5j6j,Espectáculo - Live,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],3,28,0.474,0.689,0,-7.101,1,0.0336,0.202,0.000559,0.932,0.953,137.469,audio_features,4cewp7r1vACi74QpLs5j6j,spotify:track:4cewp7r1vACi74QpLs5j6j,https://api.spotify.com/v1/tracks/4cewp7r1vACi74QpLs5j6j,https://api.spotify.com/v1/audio-analysis/4cewp7r1vACi74QpLs5j6j,4,NaN,NaN,NaN,185227
96,31pSlV8DE1kpDNpNGUgWL9,Competência para amar,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],2,28,0.336,0.498,2,-9.604,0,0.0278,0.47,0.0311,0.081,0.212,166.814,audio_features,31pSlV8DE1kpDNpNGUgWL9,spotify:track:31pSlV8DE1kpDNpNGUgWL9,https://api.spotify.com/v1/tracks/31pSlV8DE1kpDNpNGUgWL9,https://api.spotify.com/v1/audio-analysis/31pSlV8DE1kpDNpNGUgWL9,4,NaN,NaN,NaN,287920
97,5Yv06QqxVCRw8wESltW4TD,Carrossel dos esquisitos,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],2,28,0.572,0.803,7,-4.386,0,0.0301,0.133,2.36e-05,0.111,0.457,134.18,audio_features,5Yv06QqxVCRw8wESltW4TD,spotify:track:5Yv06QqxVCRw8wESltW4TD,https://api.spotify.com/v1/tracks/5Yv06QqxVCRw8wESltW4TD,https://api.spotify.com/v1/audio-analysis/5Yv06QqxVCRw8wESltW4TD,4,NaN,NaN,NaN,192293
98,50SRzoy0Ps8ZAAseJQwBSY,Tira a teima,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],2,28,0.685,0.942,7,-4.591,1,0.0277,0.014,3.45e-05,0.352,0.914,111.196,audio_features,50SRzoy0Ps8ZAAseJQwBSY,spotify:track:50SRzoy0Ps8ZAAseJQwBSY,https://api.spotify.com/v1/tracks/50SRzoy0Ps8ZAAseJQwBSY,https://api.spotify.com/v1/audio-analysis/50SRzoy0Ps8ZAAseJQwBSY,4,NaN,NaN,NaN,204773
99,7kEcR9IG848gmdtrMUK1wG,Sexto andar,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],2,28,0.582,0.376,1,-9.223,1,0.0335,0.788,0.00586,0.0988,0.21,121.254,audio_features,7kEcR9IG848gmdtrMUK1wG,spotify:track:7kEcR9IG848gmdtrMUK1wG,https://api.spotify.com/v1/tracks/7kEcR9IG848gmdtrMUK1wG,https://api.spotify.com/v1/audio-analysis/7kEcR9IG848gmdtrMUK1wG,4,NaN,NaN,NaN,203173
100,6ObKsnJalagZ1RQcfSSsLY,Vamos esta noite,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],2,28,0.65,0.735,6,-6.089,0,0.0274,0.325,0.0038,0.319,0.806,133.25,audio_features,6ObKsnJalagZ1RQcfSSsLY,spotify:track:6ObKsnJalagZ1RQcfSSsLY,https://api.spotify.com/v1/tracks/6ObKsnJalagZ1RQcfSSsLY,https://api.spotify.com/v1/audio-analysis/6ObKsnJalagZ1RQcfSSsLY,4,NaN,NaN,NaN,203573
101,0o1cMcZsK6P1Ij6abK20L5,Os Embeiçados,2M7evSAcPbQm7nyFc66zQ5,Clã,['portuguese rock'],16,28,0.787,0.591,0,-6.741,1,0.0321,0.574,5.11e-06,0.0732,0.59,127.893,audio_features,0o1cMcZsK6P1Ij6abK20L5,spotify:track:0o1cMcZsK6P1Ij6abK20L5,https://api.spotify.com/v1/tracks/0o1cMcZsK6P1Ij6abK20L5,https://api.spotify.com/v1/audio-analysis/0o1cMcZsK6P1Ij6abK20L5,4,NaN,NaN,NaN,191240
